repo_name,repo_url,repo_id,discription,date_created,date_last_push,homepage,repo_language,forks_count,stars_count,owner
router,https://github.com/dialecticch/router,393333950,A very simple router to exchange tokens for the best price on any UniswapV2 like AMM.,2021-08-06 09:57:36,2021-08-31 12:31:55,,Solidity,0,13.0,dialecticch
NewERC20Token,https://github.com/CodeWithJoe2020/NewERC20Token,393353601,updated way of creating a simple ERC20 token with openzeppelin library,2021-08-06 11:16:10,2021-08-10 10:10:06,,Solidity,7,7.0,CodeWithJoe2020
Tutorial-defi-tutorial,https://github.com/Polygon-Academy/Tutorial-defi-tutorial,393503974,,2021-08-06 21:10:36,2021-09-25 11:07:18,,Solidity,9,12.0,Polygon-Academy
Beanstalk,https://github.com/BeanstalkFarms/Beanstalk,393529592,The Beanstalk Protocol,2021-08-06 23:35:46,2022-04-17 00:42:02,,Solidity,21,56.0,BeanstalkFarms
muskswap,https://github.com/MuskSwap/muskswap,393860289,,2021-08-08 04:50:19,2021-08-08 05:25:11,,Solidity,7,13.0,MuskSwap
PopsicleV3Optimizer,https://github.com/Popsicle-Finance/PopsicleV3Optimizer,393964168,,2021-08-08 13:11:30,2021-11-04 18:32:59,,Solidity,3,8.0,Popsicle-Finance
tonix,https://github.com/tonlabs/tonix,394084336,"Tonix provides basic file system functionality, as well as an interactive shell with a Unix-style command line interface.",2021-08-08 22:53:12,2022-01-31 22:26:14,,Solidity,3,20.0,tonlabs
contracts,https://github.com/deathroad-io/contracts,394161761,,2021-08-09 05:32:19,2022-01-06 08:42:43,,Solidity,4,7.0,deathroad-io
metador,https://github.com/0xEssential/metador,394399649,How to reveal your NFT metadata fairly and trustlessly,2021-08-09 18:31:41,2021-08-09 21:34:10,,Solidity,5,17.0,0xEssential
governance-staking,https://github.com/cryptexfinance/governance-staking,394446617,Allow users to stake the governance token and earn rewards if they have delegated to an active user,2021-08-09 21:42:22,2021-10-18 22:26:28,,Solidity,3,9.0,cryptexfinance
aave_brownie_py_freecode,https://github.com/PatrickAlphaC/aave_brownie_py_freecode,394460451,,2021-08-09 22:50:25,2022-01-17 23:44:20,,Solidity,25,8.0,PatrickAlphaC
defi-stake-yield-brownie-freecode,https://github.com/PatrickAlphaC/defi-stake-yield-brownie-freecode,394461189,,2021-08-09 22:54:27,2022-04-25 16:12:06,,Solidity,54,40.0,PatrickAlphaC
1Pool-Strategy,https://github.com/1poolfinance/1Pool-Strategy,394692303,Smart contracts of 1Pool finance reward strategy on ethereum mainnet . https://1pool.finance,2021-08-10 14:51:27,2021-08-31 00:13:07,,Solidity,61,26.0,1poolfinance
Strategy-on-Binance-Smart-Chain,https://github.com/1poolfinance/Strategy-on-Binance-Smart-Chain,394775677,1Pool Yield aggregator smart contracts on Binance Smart Chain,2021-08-10 20:37:56,2021-08-10 20:56:13,https://1pool.finance,Solidity,60,22.0,1poolfinance
sgn-v2-contracts,https://github.com/celer-network/sgn-v2-contracts,394789281,Smart Contracts for Celer State Guardian Network (SGN) V2 and cBridge V2,2021-08-10 21:50:26,2022-04-28 13:04:40,,Solidity,22,39.0,celer-network
erc721-extensions,https://github.com/1001-digital/erc721-extensions,395294090,A set of composable extension contracts for the OpenZeppelin ERC721 base contracts.,2021-08-12 11:22:29,2022-04-27 00:07:59,,Solidity,27,111.0,1001-digital
beta,https://github.com/beta-finance/beta,395421363,,2021-08-12 19:16:28,2021-10-21 20:17:57,,Solidity,9,26.0,beta-finance
generative-nft-contract,https://github.com/bhargavaparoksham/generative-nft-contract,395657357,NFT + Lottery smart contract.,2021-08-13 13:03:27,2021-09-04 05:37:09,https://etherscan.io/address/0x241d6c1aa3355b2dd58148f8068fce2cedd6bd1b,Solidity,1,11.0,bhargavaparoksham
HamsterTokenContract,https://github.com/Hamstersfinance/HamsterTokenContract,395669422,,2021-08-13 13:42:44,2021-08-13 13:42:46,,Solidity,3,20.0,Hamstersfinance
nft-auction,https://github.com/bbshark99/nft-auction,395696267,NFT Auction,2021-08-13 15:05:52,2021-08-23 03:32:54,,Solidity,2,9.0,bbshark99
snarky-sudoku,https://github.com/nalinbhardwaj/snarky-sudoku,395746229,Zero-knowledge Sudoku using zk-SNARKs,2021-08-13 17:57:33,2022-03-17 23:34:33,snarky-sudoku.vercel.app,Solidity,1,12.0,nalinbhardwaj
defi-adapters,https://github.com/Opty-Fi/defi-adapters,395796268,Community built DeFi adapters compatible with opty.fi's earn protoocol,2021-08-13 21:05:33,2022-04-06 20:27:52,https://docs.opty.fi,Solidity,8,10.0,Opty-Fi
avalanche-DAO,https://github.com/ArturVargas/avalanche-DAO,395892746,Make your own DAO on Avalanche,2021-08-14 04:47:42,2021-08-15 05:04:58,,Solidity,13,17.0,ArturVargas
avalanche-hardhat-fork-tutorial,https://github.com/Sanghren/avalanche-hardhat-fork-tutorial,395955848,"Tutorial about how to use hardhat, hardhat fork mechanism and Avalanche",2021-08-14 09:19:13,2021-09-23 12:32:11,,Solidity,10,16.0,Sanghren
solidity-vuln-tests,https://github.com/nedasma/solidity-vuln-tests,396056600,A repository for Solidity smart contracts acting as security bug tests for static analysis tools.,2021-08-14 15:56:41,2021-10-14 13:50:09,,Solidity,5,23.0,nedasma
nft-collateral,https://github.com/0xngmi/nft-collateral,396129362,,2021-08-14 21:01:23,2021-08-17 09:31:54,,Solidity,0,15.0,0xngmi
Blockchain-Alpha,https://github.com/DeGatchi/Blockchain-Alpha,396287085,Alpha from various sectors in the blockchain space.,2021-08-15 08:59:15,2022-02-23 18:38:38,,Solidity,6,65.0,DeGatchi
chainlink-keepers-tutorial,https://github.com/solangegueiros/chainlink-keepers-tutorial,396598742,Tutorial - How to use Chainlink Keepers,2021-08-16 03:26:34,2021-08-16 04:55:18,,Solidity,3,11.0,solangegueiros
Rosefintech-OrbitContract,https://github.com/Rosefintech/Rosefintech-OrbitContract,396610222,Core smart contracts of Rosefintech,2021-08-16 04:05:36,2021-08-17 06:40:11,,Solidity,1,10.0,Rosefintech
kalata-contracts,https://github.com/kalata-io/kalata-contracts,396669252,,2021-08-16 07:15:03,2022-02-03 11:12:48,,Solidity,5,15.0,kalata-io
tibc-solidity,https://github.com/bianjieai/tibc-solidity,396747795,Solidity Implementation of Terse IBC,2021-08-16 10:45:14,2022-04-24 03:08:31,,Solidity,2,11.0,bianjieai
nft-editions,https://github.com/ourzora/nft-editions,396838602,Contracts to lazy-mint editioned ERC721s,2021-08-16 14:47:39,2022-04-20 10:08:39,,Solidity,36,129.0,ourzora
protocol,https://github.com/0xcap/protocol,396984093,,2021-08-16 21:45:53,2021-12-20 11:30:09,,Solidity,8,25.0,0xcap
sense-v1,https://github.com/sense-finance/sense-v1,397188662,Smart contracts for Sense v1,2021-08-17 09:22:22,2022-04-28 19:30:53,,Solidity,0,12.0,sense-finance
Pancakeswap_bot,https://github.com/junbest/Pancakeswap_bot,397215305,PANCAKESWAP SNIPER BOT WITH SOLIDITY CONTRACT AND AUTO SELL FUNCTION,2021-08-17 10:46:51,2021-11-20 00:02:11,,Solidity,26,27.0,junbest
radicle-drips-hub,https://github.com/radicle-dev/radicle-drips-hub,397657487,Drips hub smart contracts,2021-08-18 15:53:59,2022-04-19 12:04:41,,Solidity,6,24.0,radicle-dev
tokenbridge-,https://github.com/1poolfinance/tokenbridge-,397687167,Token bridge smart contract for 1POOL ERC 20 to 1POOL Bep vice versa,2021-08-18 17:42:11,2021-08-18 17:58:53,,Solidity,60,20.0,1poolfinance
CrowdFunding,https://github.com/Sun870905/CrowdFunding,397818804,,2021-08-19 04:45:24,2021-08-19 04:59:48,,Solidity,0,8.0,Sun870905
SmartContract,https://github.com/Sun870905/SmartContract,397822851,,2021-08-19 05:06:01,2021-08-19 05:06:52,,Solidity,0,7.0,Sun870905
defi_poc,https://github.com/blocksecteam/defi_poc,397891852,POC for DeFi Vulnerabilities,2021-08-19 09:43:01,2022-03-29 07:35:07,,Solidity,19,122.0,blocksecteam
tokemak-smart-contracts-public,https://github.com/Tokemak/tokemak-smart-contracts-public,398040772,A public repo of Tokemak's currently deployed contracts.,2021-08-19 18:36:01,2022-03-21 16:31:56,,Solidity,17,46.0,Tokemak
Insurance-Blockchain,https://github.com/RicketyRusty/Insurance-Blockchain,398183722,Smart Contracts to make health insurance secured and fast.,2021-08-20 06:52:48,2021-08-23 15:37:04,,Solidity,1,6.0,RicketyRusty
erc20,https://github.com/maple-labs/erc20,398331764,Maple implementation of the ERC-20 standard,2021-08-20 16:06:42,2022-04-27 18:19:53,,Solidity,6,46.0,maple-labs
xmr-eth-swap-playground,https://github.com/Crypt0-Bear/xmr-eth-swap-playground,398390855,Cross-chain atomic swap protocol between Monero and Ethereum,2021-08-20 20:16:41,2021-11-21 01:35:55,,Solidity,1,13.0,Crypt0-Bear
zombie-outbreak-nft,https://github.com/shegenerates/zombie-outbreak-nft,398470623,"smart contracts for an nft project of zombies and humans. If you're sent a zombie, all your humans turn to zombies.",2021-08-21 05:03:49,2021-08-21 17:08:34,,Solidity,3,7.0,shegenerates
nft-royalties,https://github.com/nsinthunont/nft-royalties,398835772,Smart contract template to support NFTs whereby the artist gets a royalty from all future transactions of the NFT,2021-08-22 15:38:52,2021-08-23 07:14:13,,Solidity,11,25.0,nsinthunont
BENQI-Smart-Contracts,https://github.com/Benqi-fi/BENQI-Smart-Contracts,399116796,,2021-08-23 13:36:56,2021-11-29 16:57:02,,Solidity,17,19.0,Benqi-fi
demo,https://github.com/zk-ml/demo,399160307,"Truly private machine learning, with zk-SNARKs and blockchain.",2021-08-23 15:45:26,2022-03-18 16:11:48,,Solidity,6,104.0,zk-ml
yokaiswap-core,https://github.com/YokaiSwap/yokaiswap-core,399332384,,2021-08-24 04:18:10,2021-08-30 03:31:15,,Solidity,4,12.0,YokaiSwap
depay-evm-launchpad,https://github.com/DePayFi/depay-evm-launchpad,399339612,"?? An EVM smart contract to perform token whitelist, claiming and release in a launchpad style.",2021-08-24 04:58:06,2021-08-30 07:46:45,,Solidity,8,8.0,DePayFi
tdrop-governance,https://github.com/thetatoken/tdrop-governance,399388943,,2021-08-24 08:22:02,2022-01-18 18:24:45,,Solidity,4,6.0,thetatoken
Cream-Leverage-Contract,https://github.com/OneClickLeverage/Cream-Leverage-Contract,399401133,,2021-08-24 09:05:25,2021-09-08 22:33:02,,Solidity,3,8.0,OneClickLeverage
DApp,https://github.com/joaneeet7/DApp,399409396,Código para la creación y el entendimiento de las Aplicaciones Descentralizadas (DApps),2021-08-24 09:34:21,2022-04-10 17:43:53,,Solidity,39,40.0,joaneeet7
defi-mooc-lab2,https://github.com/KaihuaQin/defi-mooc-lab2,399740661,,2021-08-25 08:11:13,2021-11-19 11:58:21,,Solidity,40,25.0,KaihuaQin
fractional-ens,https://github.com/lukevs/fractional-ens,399932816,"fractionalize an ENS, 1 token = 1 subdomain",2021-08-25 19:18:47,2021-08-25 19:20:19,,Solidity,0,20.0,lukevs
joe-lending,https://github.com/traderjoe-xyz/joe-lending,400219573,?? Banker Joe protocol,2021-08-26 15:34:19,2022-04-15 16:25:27,,Solidity,20,41.0,traderjoe-xyz
juice-nft-market,https://github.com/jbx-protocol/juice-nft-market,400312541,??  NFT Market is a NFT marketplace designed for Juicebox Projects.,2021-08-26 21:40:22,2022-01-25 21:54:44,,Solidity,5,10.0,jbx-protocol
binosaur,https://github.com/xtblock/binosaur,400371001,XTblock's Farming Site,2021-08-27 03:01:14,2021-12-08 17:34:47,,Solidity,8,100.0,xtblock
shitdao,https://github.com/smartcontracts/shitdao,400681593,it's all shit!,2021-08-28 02:20:54,2021-09-05 20:11:36,,Solidity,14,49.0,smartcontracts
OptionsLM,https://github.com/keep3r-network/OptionsLM,400748817,Option based liquidity mining for projects,2021-08-28 09:03:29,2021-09-12 08:38:24,,Solidity,6,22.0,keep3r-network
MiniCardano-Contract,https://github.com/Mini-Cardano/MiniCardano-Contract,401232558,,2021-08-30 05:59:16,2021-08-30 06:05:21,,Solidity,3,7.0,Mini-Cardano
angle-interfaces,https://github.com/AngleProtocol/angle-interfaces,401273815,Interfaces of the smart contracts of the Angle Protocol,2021-08-30 08:40:23,2021-09-20 14:04:52,,Solidity,3,13.0,AngleProtocol
core,https://github.com/Dinosaur-eggs/core,401278390,,2021-08-30 08:56:37,2021-11-22 10:40:44,,Solidity,19,24.0,Dinosaur-eggs
awesome-solidity-gas-optimization,https://github.com/iskdrews/awesome-solidity-gas-optimization,401685175,Best resources for Solidity gas optimizations ?,2021-08-31 11:54:48,2022-04-12 11:34:25,,Solidity,40,484.0,iskdrews
uniswap-v3-oracle,https://github.com/hack3r-0m/uniswap-v3-oracle,401843547,Uniswap V3 On-chain oracle infrastructure,2021-08-31 21:07:55,2021-09-02 12:09:55,,Solidity,1,15.0,hack3r-0m
lootloose,https://github.com/gakonst/lootloose,401848968,Open your Loot bags and see what's inside,2021-08-31 21:33:56,2021-10-15 12:20:42,,Solidity,14,76.0,gakonst
github-nft,https://github.com/sambacha/github-nft,401851501,Generate an NFT based off your github profile ,2021-08-31 21:46:33,2021-09-01 13:42:22,,Solidity,0,6.0,sambacha
AdventureGold,https://github.com/wpapper/AdventureGold,401855974,Adventure Gold ERC-20 contract for the Loot Project. This contract is unaudited!,2021-08-31 22:09:18,2021-09-01 22:37:38,,Solidity,9,33.0,wpapper
contracts,https://github.com/dopedao/contracts,401877232,,2021-09-01 00:11:38,2021-10-16 01:23:37,,Solidity,6,7.0,dopedao
nfttutorial,https://github.com/coinResearch2021/nfttutorial,401996050,,2021-09-01 08:59:59,2022-03-14 16:03:05,,Solidity,16,11.0,coinResearch2021
ovnstable-app,https://github.com/ovnstable/ovnstable-app,402020685,,2021-09-01 10:29:33,2022-04-28 20:46:56,,Solidity,2,8.0,ovnstable
ChubbyDoge,https://github.com/ChubbyDogeToken/ChubbyDoge,402060274,BSC Token with BNB reflection,2021-09-01 12:54:32,2021-09-15 08:50:50,,Solidity,5,14.0,ChubbyDogeToken
example_nft_minter,https://github.com/HashLips/example_nft_minter,402188268,Use this repo to see how to create a Dapp that can mint NFTs.,2021-09-01 20:03:00,2021-10-20 07:11:30,,Solidity,174,232.0,HashLips
sushiswap-miso-exploit-poc,https://github.com/tinchoabbate/sushiswap-miso-exploit-poc,402195340,,2021-09-01 20:32:36,2021-09-01 20:33:12,,Solidity,4,28.0,tinchoabbate
loot-fork,https://github.com/jamiew/loot-fork,402211920,Loot (for Forkers). A hardhat development environment bootstrapped with the Loot contract,2021-09-01 21:49:24,2021-09-02 03:20:52,,Solidity,8,25.0,jamiew
audited-codes,https://github.com/interfinetwork/audited-codes,402273361,"InterFi's ECHELON-1 Smart Contract Auditing is Reliable, Fast, Secure, and Cost-Effective! In this repo, we'll upload some of the smart contract codes we've audited. To book an audit, contact https://t.me/interfiaudits or hello@interfi.network",2021-09-02 03:09:16,2022-04-20 18:38:43,https://interfi.network,Solidity,5,9.0,interfinetwork
write-race-oracle,https://github.com/mirror-xyz/write-race-oracle,402281624,,2021-09-02 03:50:13,2022-03-28 20:19:21,,Solidity,3,12.0,mirror-xyz
gamefiProtocol-contract,https://github.com/gamefiProtocol/gamefiProtocol-contract,402463124,,2021-09-02 15:03:06,2021-09-02 15:04:12,,Solidity,4,7.0,gamefiProtocol
thetan-token,https://github.com/thetanarena/thetan-token,402476354,Implementation of Thetan Token following by EIP20 format,2021-09-02 15:43:45,2021-09-09 04:52:16,,Solidity,1,7.0,thetanarena
StringUtils,https://github.com/zac-williamson/StringUtils,402586067,blah,2021-09-02 23:10:00,2021-09-20 15:43:18,,Solidity,1,16.0,zac-williamson
miso-random-nft,https://github.com/sushiswap/miso-random-nft,402603807,A library designed to create a random ERC721 drawing from an ERC20 (Miso token) using Chainlink VRF,2021-09-03 00:54:14,2021-09-04 17:28:01,,Solidity,11,26.0,sushiswap
developer-dao-nft-contract,https://github.com/Developer-DAO/developer-dao-nft-contract,402841129,,2021-09-03 16:58:05,2022-02-14 02:54:19,,Solidity,32,152.0,Developer-DAO
LexLockerV2,https://github.com/lexDAO/LexLockerV2,402928124,"Simple, multi-purpose escrow system for business on evm-compatible chains",2021-09-04 00:28:20,2022-03-11 08:01:06,,Solidity,5,18.0,lexDAO
provably-rare-gems,https://github.com/sorawit/provably-rare-gems,402978054,Loot's Proably Rare Gems (for Adventurers),2021-09-04 06:03:23,2021-09-21 05:18:23,,Solidity,3,9.0,sorawit
forge-template,https://github.com/foundry-rs/forge-template,403005241,Forkable template to get you started with Foundry's Forge,2021-09-04 08:32:57,2022-04-28 08:43:39,,Solidity,65,262.0,foundry-rs
machine-psychology-python-art,https://github.com/pixegami-team/machine-psychology-python-art,403058353,Python program for generative NFT art.,2021-09-04 13:05:49,2021-09-20 10:11:10,,Solidity,22,61.0,pixegami-team
nft-airdrops,https://github.com/Crypto0390/nft-airdrops,403088360,Smart contract allowing withdrawing claimable NFT airdrops,2021-09-04 15:14:11,2021-09-04 15:15:36,,Solidity,7,23.0,Crypto0390
solidity,https://github.com/Generative-Transfer-Art/solidity,403142162,,2021-09-04 19:40:20,2022-02-12 06:00:46,,Solidity,1,15.0,Generative-Transfer-Art
rarity,https://github.com/andrecronje/rarity,403252103,d20srd reference implementation codified in solidity,2021-09-05 08:14:33,2022-03-16 20:16:52,,Solidity,117,620.0,andrecronje
gear-for-cypherpunks,https://github.com/ryan-foo/gear-for-cypherpunks,403253973,loot derivative tutorial,2021-09-05 08:24:19,2021-09-08 07:39:11,,Solidity,3,9.0,ryan-foo
pink-antibot-guide,https://github.com/pinkmoonfinance/pink-antibot-guide,403320211,,2021-09-05 13:47:54,2022-04-07 12:59:49,,Solidity,17,25.0,pinkmoonfinance
Ethereum-smart-contract,https://github.com/jitendra-meena/Ethereum-smart-contract,403357591,ethereum smart contract to mint an iteam nft ,2021-09-05 16:25:28,2021-09-05 16:42:36,,Solidity,1,8.0,jitendra-meena
sMEV,https://github.com/bertmiller/sMEV,403399719,,2021-09-05 19:49:41,2021-09-06 10:59:41,,Solidity,62,268.0,bertmiller
adventure-party,https://github.com/vfat-tools/adventure-party,403427752,Helper contract for andrecronje/rarity,2021-09-05 22:48:21,2021-09-20 20:04:49,,Solidity,14,39.0,vfat-tools
charity-vaults,https://github.com/Rari-Capital/charity-vaults,403479312,"Share interest from Vaults with charities, friends, and more.",2021-09-06 03:59:38,2021-12-03 02:44:52,https://github.com/Rari-Capital/charity-vaults-ui,Solidity,1,11.0,Rari-Capital
cdz-staking,https://github.com/Cryptodemonz-Github/cdz-staking,403516691,Cryptodemonz NFT Staking Contract,2021-09-06 06:53:25,2022-01-15 09:53:22,https://lilithswap.com/,Solidity,17,31.0,Cryptodemonz-Github
theRarityForest,https://github.com/TheAustrian1998/theRarityForest,403739047,theRarityForest is a modification or extension of rarityManifested on-chain game. See more: https://github.com/andrecronje/rarity/,2021-09-06 19:35:53,2021-10-12 23:06:06,,Solidity,5,11.0,TheAustrian1998
searcher-minter,https://github.com/flashbots/searcher-minter,403743402,,2021-09-06 19:55:11,2022-03-15 14:55:25,,Solidity,83,182.0,flashbots
contracts,https://github.com/solarbeamio/contracts,403744567,Solarbeam.io contracts,2021-09-06 20:00:17,2022-04-19 13:06:51,,Solidity,12,11.0,solarbeamio
NFT-Smart-Contract,https://github.com/mondoir/NFT-Smart-Contract,403746051,,2021-09-06 20:06:10,2021-09-06 21:34:46,,Solidity,26,34.0,mondoir
crowd-sale,https://github.com/dexflare/crowd-sale,403751600,ICO front end -back end,2021-09-06 20:32:05,2021-10-10 12:06:30,,Solidity,0,7.0,dexflare
nerdy_coder_clones_tutorial,https://github.com/HashLips/nerdy_coder_clones_tutorial,403766260,This repo forms part of the A-Z minting 1000 NFTs Dapp on polygon series.,2021-09-06 21:48:22,2021-10-20 06:59:09,,Solidity,66,96.0,HashLips
development-wg,https://github.com/TheHyperverse/development-wg,404052595,All things related to the Hyperverse Planning Committee,2021-09-07 16:42:44,2021-11-15 22:47:14,,Solidity,3,9.0,TheHyperverse
DEX_AMM_AND_ORACLE,https://github.com/MarcusWentz/DEX_AMM_AND_ORACLE,404560891,,2021-09-09 02:33:49,2022-04-13 01:58:33,,Solidity,3,6.0,MarcusWentz
nft-auto-generate,https://github.com/ADISAKBOONMARK/nft-auto-generate,404694293,It was created to provide knowledge on how to create an automated NFT.,2021-09-09 11:23:17,2021-11-22 10:58:01,,Solidity,5,7.0,ADISAKBOONMARK
DarkPlanet_v1,https://github.com/DarkPlanets/DarkPlanet_v1,404789113,,2021-09-09 16:12:21,2021-09-09 17:03:48,,Solidity,2,9.0,DarkPlanets
placesdao,https://github.com/placesDAO/placesdao,405117586,Places is an experiment to establish geographic locations as non-fungible tokens on the Ethereum blockchain for long-term value.,2021-09-10 14:58:07,2021-10-22 14:56:50,https://places.xyz,Solidity,0,9.0,placesDAO
public-smart-contracts,https://github.com/thecosmicuniverse/public-smart-contracts,405255104,Public smart contracts of Cosmic Universe,2021-09-11 01:35:16,2022-04-16 10:23:11,,Solidity,3,6.0,thecosmicuniverse
wagmipet-contracts,https://github.com/m1guelpf/wagmipet-contracts,405301353,,2021-09-11 06:21:41,2021-09-12 15:13:10,,Solidity,2,18.0,m1guelpf
SmolPuddle,https://github.com/Agusx1211/SmolPuddle,405381837,,2021-09-11 13:08:05,2021-09-13 21:36:30,,Solidity,2,14.0,Agusx1211
1FLR-Contract,https://github.com/1FLR/1FLR-Contract,405438172,,2021-09-11 17:14:00,2021-10-15 18:26:52,,Solidity,1,6.0,1FLR
LairOfWisdom,https://github.com/nourharidy/LairOfWisdom,405490752,,2021-09-11 21:56:01,2021-09-15 02:28:52,,Solidity,1,6.0,nourharidy
floot,https://github.com/the-torn/floot,405500588,Blind-drop implementation of Loot.,2021-09-11 23:06:16,2021-09-11 23:08:50,https://flootproject.com,Solidity,3,10.0,the-torn
solidity_basics,https://github.com/HashLips/solidity_basics,405582147,"This repo forms part of the ""Learn Solidity basics"" tutorial on the HashLips youtube channel",2021-09-12 07:59:53,2021-09-20 22:16:18,,Solidity,48,92.0,HashLips
banditloot,https://github.com/madhavanmalolan/banditloot,405943619,A NFT Fighting game built on top of LootProject.com,2021-09-13 11:22:31,2021-09-13 15:48:15,,Solidity,1,7.0,madhavanmalolan
ERC2981,https://github.com/MaxflowO2/ERC2981,406477387,EIP-2981 solution,2021-09-14 18:20:56,2022-01-03 05:28:21,,Solidity,11,45.0,MaxflowO2
dev-punks,https://github.com/BlockDevsUnited/dev-punks,406479281,BDU Generative Art Collaboration,2021-09-14 18:27:43,2022-03-29 15:55:08,,Solidity,8,8.0,BlockDevsUnited
Avara,https://github.com/avara-cc/Avara,406486768,"Always Vivid, Always Rising Above - BSC",2021-09-14 18:54:28,2022-02-23 18:31:50,https://avara.cc/,Solidity,1,14.0,avara-cc
arbis-contracts,https://github.com/Arbi-s/arbis-contracts,406492739,,2021-09-14 19:14:41,2021-12-17 04:40:44,,Solidity,1,6.0,Arbi-s
smart-contracts,https://github.com/xetareality/smart-contracts,406623828,,2021-09-15 05:21:00,2021-11-03 13:21:22,,Solidity,1,6.0,xetareality
MonsterNFT,https://github.com/crypto-shuraba/MonsterNFT,406649049,Monster NFT is a randomly generated NFT asset on Fantom. #Fantom NFT #Rarity,2021-09-15 07:03:05,2022-04-20 10:05:06,,Solidity,9,17.0,crypto-shuraba
safe-flashloan,https://github.com/dialecticch/safe-flashloan,406751092,A flashloan module for Gnosis Safe.,2021-09-15 12:17:40,2021-09-15 13:42:11,,Solidity,2,15.0,dialecticch
windranger-governance,https://github.com/windranger-io/windranger-governance,406819429,BitDAO Governance contracts framework,2021-09-15 15:16:07,2022-04-13 13:05:07,,Solidity,6,12.0,windranger-io
bentobox-strategies,https://github.com/sushiswap/bentobox-strategies,406868191,Repository for BentoBox strategy implementations,2021-09-15 17:37:11,2022-04-16 21:39:32,,Solidity,18,32.0,sushiswap
consolerr,https://github.com/AztecProtocol/consolerr,406892090,Solidity error logging,2021-09-15 18:57:48,2021-09-21 11:48:47,,Solidity,1,23.0,AztecProtocol
buildspace-contracts,https://github.com/buildspace/buildspace-contracts,406977262,,2021-09-16 01:31:23,2022-04-22 16:11:22,,Solidity,5,13.0,buildspace
BscProject-Membership,https://github.com/BlockchainProjectTeam/BscProject-Membership,406989612,,2021-09-16 02:23:05,2022-03-01 11:38:14,,Solidity,31,19.0,BlockchainProjectTeam
Tunes,https://github.com/Ericxgao/Tunes,407011270,Official repository for the Tunes Project,2021-09-16 03:52:11,2021-09-16 07:05:44,,Solidity,0,7.0,Ericxgao
rarity-achievements,https://github.com/StErMi/rarity-achievements,407229745,,2021-09-16 16:04:48,2021-10-07 05:48:37,,Solidity,1,7.0,StErMi
position-vaults,https://github.com/PositionExchange/position-vaults,407284658,,2021-09-16 19:06:54,2021-09-25 05:15:22,,Solidity,3,9.0,PositionExchange
contracts,https://github.com/thirdweb-dev/contracts,407328947,,2021-09-16 22:14:16,2022-04-29 05:59:25,,Solidity,98,308.0,thirdweb-dev
hera-token,https://github.com/HERO-ARENA-PUBLIC-SOURCE/hera-token,407401359,,2021-09-17 04:12:39,2021-09-17 07:40:50,,Solidity,0,25.0,HERO-ARENA-PUBLIC-SOURCE
Aave-FlashLoan-using-solidity,https://github.com/PavanAnanthSharma/Aave-FlashLoan-using-solidity,407410498,"This contains all the code to execute a successful flash-loan on the Kovan test-net of Ethereum. Flash-loan will be taken from the aave lending pool where will will take 1 DAI as a flash-loan, please keep in mind that you can take very huge flash-loans but make sure you have topped-up  enough DAI in to your smart contract i.e. in this instance to pay back to the aave lending protocol as the fees and interest generated over this complex transaction. ",2021-09-17 05:00:12,2022-03-18 12:11:14,,Solidity,27,41.0,PavanAnanthSharma
solidity_smart_contracts,https://github.com/HashLips/solidity_smart_contracts,407605376,A list of smart contracts coded in solidity ,2021-09-17 16:14:31,2022-02-05 19:16:08,,Solidity,369,412.0,HashLips
FlashLoan-Using-Uniswap-MoneyLegos,https://github.com/PavanAnanthSharma/FlashLoan-Using-Uniswap-MoneyLegos,407612920,In this example we will use the Money Legos Library to create a flashloan and arbitrage accross several DEXs(De-centralized Exchanges ),2021-09-17 16:40:26,2022-03-14 03:32:56,,Solidity,2,13.0,PavanAnanthSharma
BIF-ethereum-crosschain-demo,https://github.com/caict-4iot-dev/BIF-ethereum-crosschain-demo,407792507,?????????????????,2021-09-18 07:42:18,2021-09-23 05:54:36,,Solidity,0,8.0,caict-4iot-dev
blockchain-samples,https://github.com/artem-bayandin/blockchain-samples,407861370,Samples of Solidity code: a) Raffle game; b) Upgradeable On-chain NFT; c) Twitter+Forum (with proxies and clones),2021-09-18 13:00:37,2022-01-07 09:49:17,,Solidity,3,7.0,artem-bayandin
MintingStationDApp,https://github.com/TomorrowWontExist/MintingStationDApp,407962934,"This is a front end DApp that is connected to web3 for hosting your NFT landing page. If you'd like to customize the website further than a single landing page, we recommend hiring someone on Fiverr to assist!",2021-09-18 20:39:08,2021-09-20 22:44:58,,Solidity,31,32.0,TomorrowWontExist
Flashloan-Strategy,https://github.com/jalbrekt85/Flashloan-Strategy,407988760,,2021-09-18 23:27:29,2021-11-23 01:30:38,,Solidity,8,12.0,jalbrekt85
contracts,https://github.com/rockburg/contracts,408020218,"Rockburg is a crypto game by Josh Pigford. This is a WIP implementation of one of the contracts, demonstrating how NFTs can generate their image from their internal stats.",2021-09-19 03:16:30,2021-09-23 18:03:29,https://testnets.opensea.io/collection/rockburg,Solidity,3,8.0,rockburg
etfs,https://github.com/risedle/etfs,408118413,? Decentralized Leveraged Token Market Protocol. Built on Ethereum,2021-09-19 12:14:36,2022-04-23 01:03:21,https://docs.risedle.com,Solidity,9,40.0,risedle
platzi-punks,https://github.com/ernestognw/platzi-punks,408242857,Platzi Punks is a randomly generated NFT based on https://avataaars.com,2021-09-19 21:40:47,2021-12-01 00:00:04,,Solidity,10,13.0,ernestognw
